idx_desempleo,idx_habitat,idx_educacion,idx_riesgo_clima,idx_pobreza,idx_tejido_social,año_normalizado,Comuna,Año
-0.007050735,-0.021614194,-0.027893927,0.0,-0.055305384,-0.059838608,-0.00042748326,Laureles Estadio,2015
-0.021313697,-0.008722021,-0.0020669852,0.0,-0.0067480835,0.00052491145,-0.0005158539,Laureles—Estadio,2015
0.009978933,-0.005754095,0.0054479423,0.0,0.031778436,-0.004677763,-0.00026268364,Manrique,2015
-0.0029668247,-0.009066509,-0.04174192,0.0,-0.010310942,-0.030093469,-0.0013249875,Palmitas,2015
-0.011550849,-0.008448975,-0.0016626929,0.0,-0.0066377106,0.0012571147,-0.00057923223,Poblado,2015
0.009352092,0.018906198,0.005592703,0.0,-0.007940993,-0.0040726503,-0.0006240094,Popular,2015
0.008584935,-0.010285244,0.008065501,0.0,0.0061796783,-0.021174673,-0.00062801084,Robledo,2015
0.008903046,-0.008062671,-0.0072759762,0.0,-0.007909208,-0.019381484,-0.0005736514,San Antonio de Prado,2015
-0.0012528279,-0.008737037,-0.020648034,0.0,-0.008060354,0.0034348224,-0.0006067026,San Cristobal,2015
0.008202277,-0.009815018,0.0023472488,0.0,0.025114935,-0.0066199596,-0.0007090697,San Javier,2015
0.010336175,0.0096247,-0.009418868,0.0,0.022262484,-0.008027076,-0.0005917153,Santa Cruz,2015
0.007978054,-0.009125348,-0.03597136,0.0,-0.008364329,-0.012448825,-0.0008867519,Santa Elena,2015
0.0028617173,-0.005795604,-0.0004569547,0.0,0.019378563,-0.010260158,-0.00074398867,Villa Hermosa,2015
0.0077959094,-0.0088439165,-0.032361813,0.0,-0.008439033,-0.007055311,-0.00072594587,Altavista,2016
0.0031780777,-0.0055308365,-0.007093542,0.0,0.01721962,-0.00058748934,-0.0006496603,Aranjuez,2016
-0.0027906634,-0.008247968,-0.0073848884,0.0,-0.008377099,-0.022988442,-0.0005778804,Belen,2016
-0.0074401707,-0.016835049,-0.0113145895,0.0,-0.03278647,0.0053679366,-0.0002459435,Belén,2016
-0.008852043,-0.0162478,-0.017832203,0.0,-0.026968095,-0.009134841,-0.00029700683,Buenos Aires,2016
-0.009394984,-0.0170687,-0.016991783,0.0,-0.03531854,0.004367054,-0.00022737488,Castilla,2016
-0.0038344264,0.006181843,-2.9467501e-05,0.0,0.01304998,-0.006794914,-0.00066939986,Corregimiento de Altavista,2016
